Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
General_Ensemble_Accuracy,0.6609848484848485,0.6495327102803738,0.663895486935867,0.6581395348837209,0.6629392971246006,0.6363636363636364,0.6634050880626223,102,LogisticRegression,Run_1
Mean,0.5369947090241329,0.5740990562631811,0.5275643879918807,0.6066691903107558,0.4891352410476986,0.630422646044212,0.48092623251255495,102,LogisticRegression,Run_1
Std,0.020622339382619273,0.01962759691504834,0.020875159914757253,0.01906621206852375,0.021691244726167312,0.01864358547418092,0.021965026263609206,102,LogisticRegression,Run_1
IQR,0.024734609565196974,0.0233811071141071,0.02507861137580652,0.023660634793374137,0.025472323865330878,0.022955854767826724,0.025860562503508915,102,LogisticRegression,Run_1
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,LogisticRegression,Run_1
Jitter,0.054419191919191916,0.06282450674974037,0.052282924254420673,0.0454780361757106,0.06056088036918708,0.06711560044893379,0.060882800608827996,102,LogisticRegression,Run_1
Per_Sample_Accuracy,0.6662878787878788,0.6612149532710281,0.6675771971496436,0.6674418604651163,0.6654952076677316,0.6616161616161617,0.666536203522505,102,LogisticRegression,Run_1
Label_Stability,0.9337121212121212,0.9205607476635514,0.9370546318289785,0.9423255813953489,0.9277955271565494,0.9090909090909091,0.9272015655577298,102,LogisticRegression,Run_1
TPR,0.5531062124248497,0.47058823529411764,0.5700483091787439,0.34523809523809523,0.6586102719033232,0.22857142857142856,0.6619217081850534,102,LogisticRegression,Run_1
TNR,0.7576301615798923,0.7674418604651163,0.7546728971962616,0.8587786259541985,0.6677966101694915,0.859375,0.6652173913043479,102,LogisticRegression,Run_1
PPV,0.6715328467153284,0.5714285714285714,0.6920821114369502,0.6105263157894737,0.689873417721519,0.47058823529411764,0.7072243346007605,102,LogisticRegression,Run_1
FNR,0.4468937875751503,0.5294117647058824,0.42995169082125606,0.6547619047619048,0.3413897280966767,0.7714285714285715,0.33807829181494664,102,LogisticRegression,Run_1
FPR,0.24236983842010773,0.23255813953488372,0.24532710280373832,0.14122137404580154,0.33220338983050846,0.140625,0.3347826086956522,102,LogisticRegression,Run_1
