Metric,overall,sex_race_priv,sex_race_dis,sex_priv,sex_dis,race_priv,race_dis,Model_Seed,Model_Name,Run_Number
F1,0.6472424557752341,0.5517241379310345,0.7110332749562172,0.5401459854014599,0.6650485436893204,0.5594855305466238,0.6892307692307692,103,RandomForestClassifier,Run_1
Selection-Rate,0.4119318181818182,0.25263157894736843,0.5135658914728682,0.2932692307692308,0.4410377358490566,0.3114754098360656,0.48012718600953896,103,RandomForestClassifier,Run_1
Positive-Rate,0.8269961977186312,0.7058823529411765,0.8660130718954249,0.8026315789473685,0.8311111111111111,0.7471910112359551,0.867816091954023,103,RandomForestClassifier,Run_1
General_Ensemble_Accuracy,0.6732954545454546,0.6914893617021277,0.6827458256029685,0.6918918918918919,0.669345579793341,0.6572769953051644,0.6841269841269841,203,RandomForestClassifier,Run_2
Mean,0.5202080852218621,0.5973674835055882,0.46291018892937835,0.5761937849612392,0.5083167483082173,0.5854174633639616,0.47611412476387127,203,RandomForestClassifier,Run_2
Std,0.0404197231142398,0.03595120240353926,0.04275825373530739,0.03761450135650496,0.04101555092730633,0.037693096526492546,0.042263442045002236,203,RandomForestClassifier,Run_2
IQR,0.049079913282831455,0.046123820680041235,0.0506804169083861,0.04597186234578971,0.04974006187451082,0.04775232000704857,0.04997761921217037,203,RandomForestClassifier,Run_2
Entropy,0.0,0.11859150794946874,0.0,0.13501749888488002,0.0,0.0,0.0,203,RandomForestClassifier,Run_2
Jitter,0.0967382154882155,0.08037825059101654,0.10253555967841681,0.0918918918918919,0.09776757239443803,0.0878977569118414,0.10271604938271602,203,RandomForestClassifier,Run_2
Per_Sample_Accuracy,0.6677083333333332,0.6936170212765956,0.6695732838589982,0.6924324324324326,0.6624569460390356,0.6603286384976526,0.6726984126984127,203,RandomForestClassifier,Run_2
Label_Stability,0.8857954545454545,0.9106382978723402,0.877922077922078,0.8951351351351351,0.8838117106773823,0.8971830985915494,0.8780952380952382,203,RandomForestClassifier,Run_2
TPR,0.6354581673306773,0.4,0.7435897435897436,0.4727272727272727,0.6554809843400448,0.44375,0.7251461988304093,203,RandomForestClassifier,Run_2
TNR,0.7075812274368231,0.7971014492753623,0.5991189427312775,0.7846153846153846,0.6839622641509434,0.7857142857142857,0.6354166666666666,203,RandomForestClassifier,Run_2
PPV,0.6632016632016632,0.4166666666666667,0.718266253869969,0.48148148148148145,0.6861826697892272,0.5546875,0.7025495750708215,203,RandomForestClassifier,Run_2
FNR,0.3645418326693227,0.6,0.2564102564102564,0.5272727272727272,0.34451901565995524,0.55625,0.27485380116959063,203,RandomForestClassifier,Run_2
FPR,0.2924187725631769,0.2028985507246377,0.4008810572687225,0.2153846153846154,0.3160377358490566,0.21428571428571427,0.3645833333333333,203,RandomForestClassifier,Run_2
Accuracy,0.6732954545454546,0.6914893617021277,0.6827458256029685,0.6918918918918919,0.669345579793341,0.6572769953051644,0.6841269841269841,203,RandomForestClassifier,Run_2
F1,0.6490335707019329,0.40816326530612246,0.7307086614173228,0.47706422018348627,0.6704805491990846,0.4930555555555556,0.7136690647482015,203,RandomForestClassifier,Run_2
Selection-Rate,0.45549242424242425,0.2553191489361702,0.5992578849721707,0.2918918918918919,0.4902411021814007,0.3004694835680751,0.5603174603174603,203,RandomForestClassifier,Run_2
Positive-Rate,0.9581673306772909,0.96,1.0352564102564104,0.9818181818181818,0.9552572706935123,0.8,1.0321637426900585,203,RandomForestClassifier,Run_2
