Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Folktables_NY_2018_Employment,LogisticRegression,0.7380,0.7510,"{'C': 1, 'penalty': 'l2'}"
Folktables_NY_2018_Employment,RandomForestClassifier,0.7374,0.7455,{'n_estimators': 100}
