Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Folktables_NY_2018_Employment,MLPClassifier,0.7718,0.7823,"{'activation': 'tanh', 'learning_rate': 'adaptive', 'solver': 'sgd'}"
