Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
COMPAS_Without_Sensitive_Attributes,DecisionTreeClassifier,0.6473,0.6521,"{'criterion': 'entropy', 'max_depth': 20, 'max_features': 'sqrt', 'min_samples_split': 0.1}"
