Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.5261161628409663,0.5617783502206624,0.5178352115124255,0.5890177978553196,0.48341505290276465,0.5920046147163197,0.47175788161575927,101,DecisionTreeClassifier,Run_1
Std,0.07151659356172053,0.07504497055265996,0.07069728548564476,0.07022667213300347,0.0723922635936159,0.07710208799067156,0.07217329807641731,101,DecisionTreeClassifier,Run_1
IQR,0.08972211207464716,0.09262721646252214,0.08904753124245679,0.09128072168853701,0.08866404163723701,0.09367281048999597,0.08799241976235488,101,DecisionTreeClassifier,Run_1
Entropy,0.0,0.0,0.0,0.0,0.22734559711501057,0.0,0.21965764255203865,101,DecisionTreeClassifier,Run_1
Jitter,0.13657544836116287,0.15378115065121525,0.1325801919367515,0.11947808631649395,0.1481820836442686,0.13033395176252308,0.14299897565203643,101,DecisionTreeClassifier,Run_1
Per_Sample_Accuracy,0.6566666666666667,0.6731658291457286,0.6528354725787632,0.652271662763466,0.6596502384737679,0.6372727272727272,0.6506563706563706,101,DecisionTreeClassifier,Run_1
Label_Stability,0.8103030303030304,0.7885427135678392,0.8153558926487748,0.8325058548009369,0.7952305246422894,0.8236363636363635,0.8026254826254826,101,DecisionTreeClassifier,Run_1
TPR,0.5934291581108829,0.5142857142857142,0.6067146282973621,0.4276729559748428,0.6737804878048781,0.32,0.6819787985865724,101,DecisionTreeClassifier,Run_1
TNR,0.7416520210896309,0.7906976744186046,0.7272727272727273,0.8059701492537313,0.6843853820598007,0.7936507936507936,0.6553191489361702,101,DecisionTreeClassifier,Run_1
PPV,0.6628440366972477,0.5714285714285714,0.67828418230563,0.5666666666666667,0.6993670886075949,0.38095238095238093,0.7043795620437956,101,DecisionTreeClassifier,Run_1
FNR,0.406570841889117,0.4857142857142857,0.3932853717026379,0.5723270440251572,0.32621951219512196,0.68,0.31802120141342755,101,DecisionTreeClassifier,Run_1
FPR,0.2583479789103691,0.20930232558139536,0.2727272727272727,0.19402985074626866,0.31561461794019935,0.20634920634920634,0.3446808510638298,101,DecisionTreeClassifier,Run_1
Accuracy,0.6732954545454546,0.6934673366834171,0.6686114352392065,0.6651053864168618,0.6788553259141494,0.6590909090909091,0.6698841698841699,101,DecisionTreeClassifier,Run_1
F1,0.6262188515709642,0.5413533834586466,0.640506329113924,0.4874551971326165,0.6863354037267081,0.34782608695652173,0.6929982046678635,101,DecisionTreeClassifier,Run_1
Selection-Rate,0.4128787878787879,0.3165829145728643,0.4352392065344224,0.2810304449648712,0.5023847376788553,0.23863636363636365,0.528957528957529,101,DecisionTreeClassifier,Run_1
Positive-Rate,0.8952772073921971,0.9,0.894484412470024,0.7547169811320755,0.9634146341463414,0.84,0.9681978798586572,101,DecisionTreeClassifier,Run_1
Mean,0.5228045521927159,0.5586513788731742,0.5144291253982165,0.5882494323794814,0.48143367739149956,0.6017898929731544,0.47212178686578626,201,DecisionTreeClassifier,Run_2
Std,0.07472244247559502,0.08088763558816094,0.07328197679508898,0.07193226809181408,0.07648624668419844,0.08805705658145509,0.07672291837009514,201,DecisionTreeClassifier,Run_2
IQR,0.08883919807000398,0.09724368856118401,0.08687553206739182,0.08924363985465186,0.0885835308521972,0.10927259098112356,0.0887107156638437,201,DecisionTreeClassifier,Run_2
Entropy,0.0,0.19538508969257964,0.0,0.0,0.0,0.0,0.0,201,DecisionTreeClassifier,Run_2
Jitter,0.10683209647495351,0.12477142857142878,0.1026406637421324,0.09880544882989864,0.11190612875753099,0.13119399483931474,0.11023006955591134,201,DecisionTreeClassifier,Run_2
Per_Sample_Accuracy,0.6630681818181818,0.6637000000000001,0.6629205607476636,0.6630806845965769,0.6630602782071098,0.6772413793103449,0.6651310861423221,201,DecisionTreeClassifier,Run_2
Label_Stability,0.8636363636363636,0.8338,0.8706074766355141,0.8740342298288509,0.857063369397218,0.8234482758620689,0.8602996254681649,201,DecisionTreeClassifier,Run_2
TPR,0.6442105263157895,0.6233766233766234,0.6482412060301508,0.46938775510204084,0.7225609756097561,0.53125,0.7279151943462897,201,DecisionTreeClassifier,Run_2
TNR,0.693631669535284,0.7235772357723578,0.6855895196506551,0.7748091603053435,0.6269592476489029,0.8,0.6175298804780877,201,DecisionTreeClassifier,Run_2
PPV,0.6322314049586777,0.5853658536585366,0.6417910447761194,0.5390625,0.6657303370786517,0.6071428571428571,0.6821192052980133,201,DecisionTreeClassifier,Run_2
FNR,0.35578947368421054,0.37662337662337664,0.35175879396984927,0.5306122448979592,0.2774390243902439,0.46875,0.27208480565371024,201,DecisionTreeClassifier,Run_2
FPR,0.306368330464716,0.2764227642276423,0.314410480349345,0.22519083969465647,0.3730407523510972,0.2,0.38247011952191234,201,DecisionTreeClassifier,Run_2
Accuracy,0.6714015151515151,0.685,0.6682242990654206,0.6650366748166259,0.6754250386398764,0.7011494252873564,0.6760299625468165,201,DecisionTreeClassifier,Run_2
F1,0.6381647549530761,0.6037735849056604,0.645,0.5018181818181818,0.6929824561403509,0.5666666666666667,0.7042735042735043,201,DecisionTreeClassifier,Run_2
Selection-Rate,0.4583333333333333,0.41,0.4696261682242991,0.31295843520782396,0.5502318392581144,0.3218390804597701,0.5655430711610487,201,DecisionTreeClassifier,Run_2
Positive-Rate,1.0189473684210526,1.0649350649350648,1.0100502512562815,0.8707482993197279,1.0853658536585367,0.875,1.0671378091872792,201,DecisionTreeClassifier,Run_2
