Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Folktables_GA_2018_Income,LogisticRegression,0.7858,0.8091,{'penalty': 'l2'}
Folktables_GA_2018_Income,RandomForestClassifier,0.7716,0.8000,{'n_estimators': 100}
