Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Law_School,RandomForestClassifier,0.6426,0.8901,"{'bootstrap': False, 'max_depth': 30, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}"
