Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Law_School,LGBMClassifier,0.6574,0.9017,"{'max_depth': 5, 'min_data_in_leaf': 100, 'num_leaves': 351}"
Law_School,LogisticRegression,0.6568,0.9019,"{'C': 1, 'penalty': 'l1', 'solver': 'saga'}"
Law_School,RandomForestClassifier,0.6492,0.8929,"{'bootstrap': False, 'max_depth': 40, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 500}"
