Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.5228079557418823,0.5518739819526672,0.5152028799057007,0.5764213800430298,0.4851056635379791,0.5538095831871033,0.4689553678035736,104,XGBClassifier,Run_1
Std,0.0472535640001297,0.05142439156770706,0.04616227746009827,0.0457882285118103,0.048284027725458145,0.0537058562040329,0.04794752597808838,104,XGBClassifier,Run_1
IQR,0.056513218519588314,0.062018369498862524,0.05507280267196459,0.05450591253578116,0.05792480788884624,0.06353585437561075,0.05720482895551793,104,XGBClassifier,Run_1
Entropy,0.14132759026682462,0.19889447850785133,0.0,0.0,0.13943398278321203,0.0,0.0,104,XGBClassifier,Run_1
Jitter,0.10252525252525253,0.1459157787924911,0.09117217575998937,0.10545361875637103,0.10046594982078852,0.14351851851851852,0.08875475072658172,104,XGBClassifier,Run_1
Per_Sample_Accuracy,0.690719696969697,0.7123287671232876,0.6850657108721626,0.6905963302752294,0.6908064516129032,0.7145833333333332,0.6859154929577465,104,XGBClassifier,Run_1
Label_Stability,0.8640151515151515,0.8045662100456621,0.8795698924731183,0.8573394495412843,0.8687096774193547,0.8041666666666666,0.8845070422535212,104,XGBClassifier,Run_1
TPR,0.6626506024096386,0.6351351351351351,0.6674528301886793,0.536144578313253,0.7259036144578314,0.65625,0.7413793103448276,104,XGBClassifier,Run_1
TNR,0.7293906810035843,0.7655172413793103,0.7167070217917676,0.7814814814814814,0.6805555555555556,0.75,0.642512077294686,104,XGBClassifier,Run_1
PPV,0.6860706860706861,0.5802469135802469,0.7075,0.6013513513513513,0.7237237237237237,0.5675675675675675,0.7439446366782007,104,XGBClassifier,Run_1
FNR,0.3373493975903614,0.36486486486486486,0.33254716981132076,0.463855421686747,0.2740963855421687,0.34375,0.25862068965517243,104,XGBClassifier,Run_1
FPR,0.27060931899641577,0.23448275862068965,0.28329297820823246,0.21851851851851853,0.3194444444444444,0.25,0.357487922705314,104,XGBClassifier,Run_1
