Metric,overall,sex_priv,sex_dis,race_priv,race_dis,sex&race_priv,sex&race_dis,Model_Seed,Model_Name,Run_Number
Mean,0.5324910558199184,0.5696857622960774,0.5230377693758589,0.6036669800136151,0.4836002452715324,0.6283235699519202,0.475587150359802,102,LogisticRegression,Run_1
Std,0.016986055244271773,0.01521182895242359,0.017436986867140555,0.016199382096811765,0.01752642178326188,0.015273853988541003,0.018059335000721814,102,LogisticRegression,Run_1
IQR,0.021617391475449946,0.019275074170824812,0.022212707274962745,0.020698307289433178,0.022248711283736226,0.018948668722955177,0.022854688052123148,102,LogisticRegression,Run_1
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,LogisticRegression,Run_1
Jitter,0.02819865319865319,0.030841121495327084,0.02752705199261019,0.026304909560723507,0.029499467518636836,0.043097643097643114,0.03157208088714938,102,LogisticRegression,Run_1
Per_Sample_Accuracy,0.6683712121212122,0.6630841121495328,0.6697149643705463,0.6690697674418604,0.667891373801917,0.6727272727272726,0.6708414872798435,102,LogisticRegression,Run_1
Label_Stability,0.9617424242424243,0.9598130841121496,0.9622327790973872,0.9651162790697675,0.9594249201277956,0.9434343434343434,0.9561643835616439,102,LogisticRegression,Run_1
TPR,0.5831663326653307,0.5176470588235295,0.5966183574879227,0.38095238095238093,0.6858006042296072,0.34285714285714286,0.693950177935943,102,LogisticRegression,Run_1
TNR,0.748653500897666,0.7596899224806202,0.7453271028037384,0.8549618320610687,0.6542372881355932,0.859375,0.6521739130434783,102,LogisticRegression,Run_1
PPV,0.6751740139211136,0.5866666666666667,0.6938202247191011,0.6274509803921569,0.6899696048632219,0.5714285714285714,0.7090909090909091,102,LogisticRegression,Run_1
FNR,0.4168336673346693,0.4823529411764706,0.4033816425120773,0.6190476190476191,0.31419939577039274,0.6571428571428571,0.30604982206405695,102,LogisticRegression,Run_1
FPR,0.2513464991023339,0.24031007751937986,0.2546728971962617,0.1450381679389313,0.34576271186440677,0.140625,0.34782608695652173,102,LogisticRegression,Run_1
Accuracy,0.6704545454545454,0.6635514018691588,0.672209026128266,0.6697674418604651,0.670926517571885,0.6767676767676768,0.675146771037182,102,LogisticRegression,Run_1
F1,0.6258064516129033,0.55,0.6415584415584416,0.4740740740740741,0.6878787878787879,0.42857142857142855,0.7014388489208633,102,LogisticRegression,Run_1
Selection-Rate,0.4081439393939394,0.35046728971962615,0.42280285035629456,0.2372093023255814,0.5255591054313099,0.21212121212121213,0.538160469667319,102,LogisticRegression,Run_1
Positive-Rate,0.8637274549098196,0.8823529411764706,0.8599033816425121,0.6071428571428571,0.9939577039274925,0.6,0.9786476868327402,102,LogisticRegression,Run_1
Mean,0.5217596976283212,0.5755478375000483,0.5088808472364993,0.5766669879280509,0.484777766760833,0.5955881430619544,0.46947104514743576,202,LogisticRegression,Run_2
Std,0.01881460116299896,0.01822213176354866,0.018956460033289876,0.017961924050104033,0.019388908251715825,0.017890508814571944,0.01957219265220899,202,LogisticRegression,Run_2
IQR,0.021168485095229915,0.01920633312889663,0.021638296129422394,0.02024731618467953,0.021788923743381917,0.01934848376475026,0.022354070654081137,202,LogisticRegression,Run_2
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202,LogisticRegression,Run_2
Jitter,0.039288720538720553,0.044989106753812624,0.037923839332290044,0.0291764705882353,0.0460996654340553,0.023157894736842106,0.04235845040442741,202,LogisticRegression,Run_2
Per_Sample_Accuracy,0.6487689393939394,0.6455882352941176,0.6495305164319248,0.6131764705882353,0.6727416798732171,0.6263157894736842,0.6749042145593869,202,LogisticRegression,Run_2
Label_Stability,0.9448863636363636,0.9382352941176471,0.9464788732394366,0.9604705882352942,0.9343898573692552,0.9726315789473685,0.9398467432950192,202,LogisticRegression,Run_2
TPR,0.5996168582375478,0.4230769230769231,0.6306306306306306,0.41530054644808745,0.6991150442477876,0.37142857142857144,0.7331081081081081,202,LogisticRegression,Run_2
TNR,0.704119850187266,0.8095238095238095,0.6715686274509803,0.756198347107438,0.660958904109589,0.7833333333333333,0.6106194690265486,202,LogisticRegression,Run_2
PPV,0.6645435244161358,0.5789473684210527,0.6763285024154589,0.562962962962963,0.7053571428571429,0.5,0.7114754098360656,202,LogisticRegression,Run_2
FNR,0.4003831417624521,0.5769230769230769,0.36936936936936937,0.5846994535519126,0.3008849557522124,0.6285714285714286,0.2668918918918919,202,LogisticRegression,Run_2
FPR,0.2958801498127341,0.19047619047619047,0.3284313725490196,0.24380165289256198,0.339041095890411,0.21666666666666667,0.3893805309734513,202,LogisticRegression,Run_2
Accuracy,0.6524621212121212,0.6617647058823529,0.6502347417840375,0.6094117647058823,0.6814580031695721,0.631578947368421,0.6800766283524904,202,LogisticRegression,Run_2
F1,0.6304128902316214,0.4888888888888889,0.6526806526806527,0.4779874213836478,0.7022222222222222,0.4262295081967213,0.7221297836938436,202,LogisticRegression,Run_2
Selection-Rate,0.4460227272727273,0.27941176470588236,0.4859154929577465,0.3176470588235294,0.5324881141045958,0.2736842105263158,0.5842911877394636,202,LogisticRegression,Run_2
Positive-Rate,0.9022988505747126,0.7307692307692307,0.9324324324324325,0.7377049180327869,0.9911504424778761,0.7428571428571429,1.0304054054054055,202,LogisticRegression,Run_2
Mean,0.5219879351695281,0.5665330634516583,0.5125885044310969,0.585471660113448,0.4802301945863219,0.6006359908601592,0.46973719237824424,302,LogisticRegression,Run_3
Std,0.021745222037189565,0.02136391654187936,0.021825680994915567,0.021542162324724865,0.02187878878683275,0.020732570922209894,0.021873785022108735,302,LogisticRegression,Run_3
IQR,0.024653900120346364,0.02489874658080249,0.02460223527089232,0.023249434147321515,0.025577716827877628,0.023716528884466764,0.02551587584325291,302,LogisticRegression,Run_3
Entropy,0.09252187857988191,0.0,0.08906516629546876,0.0,0.10378711671906715,0.0,0.09577769287514618,302,LogisticRegression,Run_3
Jitter,0.06769781144781144,0.08079710144927535,0.06493374108053007,0.05552903739061257,0.07570207570207572,0.04784313725490196,0.06955803387030152,302,LogisticRegression,Run_3
Per_Sample_Accuracy,0.6542613636363637,0.6646739130434782,0.6520642201834863,0.6756563245823389,0.6401883830455259,0.7470588235294118,0.6486988847583643,302,LogisticRegression,Run_3
Label_Stability,0.9138257575757576,0.8945652173913043,0.9178899082568807,0.9279236276849641,0.9045525902668761,0.936470588235294,0.9130111524163569,302,LogisticRegression,Run_3
TPR,0.5979166666666667,0.4666666666666667,0.6166666666666667,0.39869281045751637,0.691131498470948,0.4583333333333333,0.718213058419244,302,LogisticRegression,Run_3
TNR,0.6979166666666666,0.7903225806451613,0.672566371681416,0.8270676691729323,0.5870967741935483,0.8852459016393442,0.5587044534412956,302,LogisticRegression,Run_3
PPV,0.6225596529284165,0.5185185185185185,0.6363636363636364,0.5700934579439252,0.6384180790960452,0.6111111111111112,0.6572327044025157,302,LogisticRegression,Run_3
FNR,0.40208333333333335,0.5333333333333333,0.38333333333333336,0.6013071895424836,0.308868501529052,0.5416666666666666,0.281786941580756,302,LogisticRegression,Run_3
FPR,0.3020833333333333,0.20967741935483872,0.3274336283185841,0.17293233082706766,0.4129032258064516,0.11475409836065574,0.44129554655870445,302,LogisticRegression,Run_3
Accuracy,0.6524621212121212,0.6847826086956522,0.6456422018348624,0.6706443914081146,0.640502354788069,0.7647058823529411,0.6449814126394052,302,LogisticRegression,Run_3
F1,0.6099893730074389,0.49122807017543857,0.626360338573156,0.46923076923076923,0.6637298091042585,0.5238095238095238,0.6863711001642037,302,LogisticRegression,Run_3
Selection-Rate,0.4365530303030303,0.29347826086956524,0.46674311926605505,0.2553699284009546,0.5557299843014128,0.21176470588235294,0.5910780669144982,302,LogisticRegression,Run_3
Positive-Rate,0.9604166666666667,0.9,0.969047619047619,0.6993464052287581,1.0825688073394495,0.75,1.092783505154639,302,LogisticRegression,Run_3
Mean,0.5340257994161522,0.5870552704332863,0.5220156404749895,0.5994063574834908,0.48696031624715613,0.6283035444115888,0.47451188685847817,402,LogisticRegression,Run_4
Std,0.018781773508288958,0.017382814372689986,0.01909861094318071,0.017189356700291793,0.019928106129029583,0.015466159412449746,0.020087033566225473,402,LogisticRegression,Run_4
IQR,0.02295106923981968,0.021068661644167964,0.023377398486221633,0.021065705839380038,0.024308285238181772,0.01890301920047433,0.02456031035405267,402,LogisticRegression,Run_4
Entropy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,LogisticRegression,Run_4
Jitter,0.049936868686868696,0.042849002849002844,0.051542134468963746,0.04343891402714933,0.054614549402823016,0.034169653524492215,0.05538194444444444,402,LogisticRegression,Run_4
Per_Sample_Accuracy,0.6588068181818182,0.6533333333333333,0.6600464576074332,0.651131221719457,0.6643322475570033,0.6204301075268817,0.660546875,402,LogisticRegression,Run_4
Label_Stability,0.9327651515151515,0.9446153846153845,0.9300813008130081,0.9429864253393664,0.9254071661237784,0.9591397849462366,0.92421875,402,LogisticRegression,Run_4
TPR,0.5816326530612245,0.4090909090909091,0.6084905660377359,0.3869047619047619,0.6832298136645962,0.2571428571428571,0.6941580756013745,402,LogisticRegression,Run_4
TNR,0.7332155477031802,0.7984496124031008,0.7139588100686499,0.8248175182481752,0.6472602739726028,0.8620689655172413,0.6153846153846154,402,LogisticRegression,Run_4
PPV,0.6536697247706422,0.5094339622641509,0.6736292428198434,0.5752212389380531,0.6811145510835913,0.5294117647058824,0.7038327526132404,402,LogisticRegression,Run_4
FNR,0.41836734693877553,0.5909090909090909,0.3915094339622642,0.6130952380952381,0.3167701863354037,0.7428571428571429,0.30584192439862545,402,LogisticRegression,Run_4
FPR,0.2667844522968198,0.20155038759689922,0.28604118993135014,0.17518248175182483,0.3527397260273973,0.13793103448275862,0.38461538461538464,402,LogisticRegression,Run_4
Accuracy,0.6628787878787878,0.6666666666666666,0.662020905923345,0.6583710407239819,0.6661237785016286,0.6344086021505376,0.66015625,402,LogisticRegression,Run_4
F1,0.6155507559395248,0.453781512605042,0.6394052044609665,0.4626334519572954,0.6821705426356589,0.34615384615384615,0.698961937716263,402,LogisticRegression,Run_4
Selection-Rate,0.4128787878787879,0.2717948717948718,0.4448315911730546,0.25565610859728505,0.5260586319218241,0.1827956989247312,0.560546875,402,LogisticRegression,Run_4
Positive-Rate,0.889795918367347,0.803030303030303,0.9033018867924528,0.6726190476190477,1.0031055900621118,0.4857142857142857,0.9862542955326461,402,LogisticRegression,Run_4
Mean,0.5283187729217046,0.5791989483401282,0.515987812761475,0.5830895217528077,0.48858313161286515,0.6222511608518604,0.4800755699808112,502,LogisticRegression,Run_5
Std,0.023337726643263113,0.021327893005806137,0.023824815736576212,0.022074808148195593,0.02425396162988072,0.02120880336066843,0.02479380217910811,502,LogisticRegression,Run_5
IQR,0.029797683305467542,0.028522762892259818,0.03010666401737435,0.028223101388824917,0.030940027048914152,0.02832642416944623,0.03136556488159978,502,LogisticRegression,Run_5
Entropy,0.05688055968651879,0.0,0.05895054709368327,0.0475002440045516,0.0,0.0,0.0,502,LogisticRegression,Run_5
Jitter,0.04111952861952861,0.03462783171521035,0.04269281045751634,0.03453453453453454,0.045896877269426296,0.0296988577362409,0.04704353476283301,502,LogisticRegression,Run_5
Per_Sample_Accuracy,0.6517045454545455,0.6053398058252428,0.6629411764705883,0.6400900900900902,0.6601307189542484,0.6121495327102805,0.6721247563352827,502,LogisticRegression,Run_5
Label_Stability,0.9496212121212121,0.9582524271844659,0.9475294117647058,0.9567567567567568,0.9444444444444444,0.960747663551402,0.9423001949317739,502,LogisticRegression,Run_5
TPR,0.5833333333333334,0.375,0.6190476190476191,0.4022346368715084,0.6869009584664537,0.2631578947368421,0.7096774193548387,502,LogisticRegression,Run_5
TNR,0.723404255319149,0.7388059701492538,0.7186046511627907,0.8150943396226416,0.6421404682274248,0.8115942028985508,0.6367521367521367,502,LogisticRegression,Run_5
PPV,0.6478555304740407,0.43548387096774194,0.6824146981627297,0.5950413223140496,0.6677018633540373,0.43478260869565216,0.6996466431095406,502,LogisticRegression,Run_5
FNR,0.4166666666666667,0.625,0.38095238095238093,0.5977653631284916,0.31309904153354634,0.7368421052631579,0.2903225806451613,502,LogisticRegression,Run_5
