Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Folktables_GA_2018_Income,RandomForestClassifier,0.7781,0.8056,"{'bootstrap': True, 'max_depth': 90, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 100}"
