Metric,overall,sex_priv,sex_priv_correct,sex_priv_incorrect,sex_dis,sex_dis_correct,sex_dis_incorrect,race_priv,race_priv_correct,race_priv_incorrect,race_dis,race_dis_correct,race_dis_incorrect,sex&race_priv,sex&race_priv_correct,sex&race_priv_incorrect,sex&race_dis,sex&race_dis_correct,sex&race_dis_incorrect,Model_Seed,Model_Name,Model_Params,Run_Number
Aleatoric_Uncertainty,0.9127261636066594,0.9123678001228054,0.9027639068097851,0.9321576408890291,0.9128109287398426,0.8966073331235723,0.9443241284901063,0.9029178214197024,0.8889903386139256,0.9292034931939854,0.9189512724250065,0.9032708714335498,0.9506051660152371,0.8881233048002485,0.8890391559054464,0.8859645129094252,0.9160368345966001,0.9008666006158071,0.9472392476707313,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
Overall_Uncertainty,0.9145715128444536,0.913894955343021,0.9042261820691009,0.933818488149887,0.9147315416679774,0.8986854798414415,0.9459383653582055,0.9046201752607015,0.8908401061172921,0.9306276297003754,0.9208873772551941,0.9052968123901307,0.952359919412705,0.8895427362290651,0.8904329652163248,0.8874443393305244,0.9180362117715561,0.9029890549597133,0.9489854774868239,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
Jitter,0.045454545454545456,0.04070407040704072,0.03856209150326796,0.045117845117845085,0.046578194119177754,0.0434200157604413,0.05272030651340997,0.023631436314363156,0.029187396351575457,0.013145539906103284,0.059305125558995524,0.05072016460905348,0.07663551401869155,0.02458628841607564,0.03501683501683501,0.0,0.06022304832713754,0.05242480049109884,0.07626262626262627,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
Per_Sample_Accuracy,0.656060606060606,0.6683168316831684,0.9764705882352942,0.03333333333333333,0.6531615925058547,0.9698581560283688,0.03724137931034483,0.6439024390243903,0.980597014925373,0.008450704225352112,0.6637770897832816,0.9652777777777778,0.05514018691588785,0.6893617021276596,0.9818181818181818,0.0,0.6665427509293681,0.9640883977900553,0.05454545454545454,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
Label_Stability,0.9386363636363637,0.9465346534653466,0.9529411764705882,0.9333333333333332,0.936768149882904,0.9411347517730496,0.9282758620689657,0.9707317073170731,0.9641791044776119,0.9830985915492957,0.9182662538699691,0.9305555555555556,0.8934579439252336,0.9744680851063829,0.9636363636363635,1.0,0.9174721189591079,0.9281767955801105,0.8954545454545454,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
TPR,0.5692307692307692,0.525,1.0,0.0,0.5772727272727273,1.0,0.0,0.4,1.0,0.0,0.6514285714285715,1.0,0.0,0.4444444444444444,1.0,0.0,0.6601307189542484,1.0,0.0,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
TNR,0.753731343283582,0.7704918032786885,1.0,0.0,0.748792270531401,1.0,0.0,0.8333333333333334,1.0,0.0,0.6891891891891891,1.0,0.0,0.8620689655172413,1.0,0.0,0.6896551724137931,1.0,0.0,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
PPV,0.6915887850467289,0.6,1.0,0.0,0.7094972067039106,1.0,0.0,0.6296296296296297,1.0,0.0,0.7125,1.0,0.0,0.6666666666666666,1.0,0.0,0.7372262773722628,1.0,0.0,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
FNR,0.4307692307692308,0.475,0.0,1.0,0.42272727272727273,0.0,1.0,0.6,0.0,1.0,0.3485714285714286,0.0,1.0,0.5555555555555556,0.0,1.0,0.33986928104575165,0.0,1.0,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
FPR,0.2462686567164179,0.22950819672131148,0.0,1.0,0.25120772946859904,0.0,1.0,0.16666666666666666,0.0,1.0,0.3108108108108108,0.0,1.0,0.13793103448275862,0.0,1.0,0.3103448275862069,0.0,1.0,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
Accuracy,0.6628787878787878,0.6732673267326733,1.0,0.0,0.6604215456674473,1.0,0.0,0.6536585365853659,1.0,0.0,0.6687306501547987,1.0,0.0,0.7021276595744681,1.0,0.0,0.6728624535315985,1.0,0.0,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
F1,0.6244725738396625,0.56,1.0,0.0,0.6365914786967418,1.0,0.0,0.4892086330935252,1.0,0.0,0.6805970149253732,1.0,0.0,0.5333333333333333,1.0,0.0,0.696551724137931,1.0,0.0,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
Selection-Rate,0.4053030303030303,0.3465346534653465,0.3088235294117647,0.42424242424242425,0.41920374707259955,0.450354609929078,0.3586206896551724,0.2634146341463415,0.2537313432835821,0.28169014084507044,0.4953560371517028,0.5277777777777778,0.42990654205607476,0.2553191489361702,0.24242424242424243,0.2857142857142857,0.5092936802973977,0.5580110497237569,0.4090909090909091,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
Positive-Rate,0.823076923076923,0.875,1.0,0.7368421052631579,0.8136363636363636,1.0,0.5591397849462365,0.6352941176470588,1.0,0.39215686274509803,0.9142857142857143,1.0,0.7540983606557377,0.6666666666666666,1.0,0.4,0.8954248366013072,1.0,0.6923076923076923,200,LogisticRegression,"{'C': 1, 'class_weight': None, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1, 'l1_ratio': None, 'max_iter': 250, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': 200, 'solver': 'newton-cg', 'tol': 0.0001, 'verbose': 0, 'warm_start': False}",Run_2
