Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Diabetes,RandomForestClassifier,0.4914,0.7585,"{'bootstrap': False, 'max_depth': 60, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}"
