Dataset_Name,Model_Name,F1_Score,Accuracy_Score,Model_Best_Params
Folktables_2018_Income,LogisticRegression,0.7616,0.8082,"{'C': 1, 'penalty': 'l2', 'solver': 'lbfgs'}"
