Metric,overall,sex_race_priv,sex_race_dis,sex_priv,sex_dis,race_priv,race_dis,Model_Seed,Model_Name,Run_Number
General_Ensemble_Accuracy,0.6723484848484849,0.6781609195402298,0.6816479400749064,0.67,0.6728971962616822,0.6625916870415648,0.678516228748068,201,DecisionTreeClassifier,Run_2
Mean,0.5192452960861823,0.6057068426844279,0.4676481485093701,0.5550909200712796,0.5108701502952717,0.5874748964848269,0.47611406492227876,201,DecisionTreeClassifier,Run_2
Std,0.07218619132790048,0.0769536413321065,0.074692066114196,0.07596569863118756,0.07130312887386143,0.06808039561598532,0.07478166342399523,201,DecisionTreeClassifier,Run_2
IQR,0.08735815416695596,0.0939717224795601,0.09053920035359311,0.09223240857124296,0.08621930967997303,0.08222820526396067,0.0906010430407196,201,DecisionTreeClassifier,Run_2
Entropy,0.0,0.0,0.0,0.1977828522270837,0.0,0.0,0.0,201,DecisionTreeClassifier,Run_2
Jitter,0.12636064593301446,0.1159104658197218,0.13795584466784938,0.1321842105263159,0.12499999999999996,0.10615107450778527,0.13913609371186844,201,DecisionTreeClassifier,Run_2
Per_Sample_Accuracy,0.6650094696969697,0.685057471264368,0.6673220973782772,0.67375,0.6629672897196262,0.6619804400977995,0.6669242658423493,201,DecisionTreeClassifier,Run_2
Label_Stability,0.8406250000000001,0.8505747126436783,0.8267790262172284,0.8305,0.8429906542056076,0.8657701711491443,0.8247295208655334,201,DecisionTreeClassifier,Run_2
TPR,0.6442105263157895,0.46875,0.734982332155477,0.5844155844155844,0.6557788944723618,0.46258503401360546,0.725609756097561,201,DecisionTreeClassifier,Run_2
TNR,0.6953528399311532,0.8,0.6215139442231076,0.7235772357723578,0.6877729257641921,0.7748091603053435,0.6300940438871473,201,DecisionTreeClassifier,Run_2
PPV,0.6335403726708074,0.5769230769230769,0.6864686468646864,0.569620253164557,0.6460396039603961,0.5354330708661418,0.6685393258426966,201,DecisionTreeClassifier,Run_2
FNR,0.35578947368421054,0.53125,0.26501766784452296,0.4155844155844156,0.3442211055276382,0.5374149659863946,0.27439024390243905,201,DecisionTreeClassifier,Run_2
FPR,0.3046471600688468,0.2,0.3784860557768924,0.2764227642276423,0.31222707423580787,0.22519083969465647,0.36990595611285265,201,DecisionTreeClassifier,Run_2
Accuracy,0.6723484848484849,0.6781609195402298,0.6816479400749064,0.67,0.6728971962616822,0.6625916870415648,0.678516228748068,201,DecisionTreeClassifier,Run_2
F1,0.6388308977035491,0.5172413793103449,0.7098976109215017,0.5769230769230769,0.6508728179551122,0.49635036496350365,0.695906432748538,201,DecisionTreeClassifier,Run_2
Selection-Rate,0.45738636363636365,0.2988505747126437,0.5674157303370787,0.395,0.4719626168224299,0.3105134474327628,0.5502318392581144,201,DecisionTreeClassifier,Run_2
Positive-Rate,1.016842105263158,0.8125,1.0706713780918728,1.025974025974026,1.015075376884422,0.8639455782312925,1.0853658536585367,201,DecisionTreeClassifier,Run_2
