Metric,overall,sex_race_priv,sex_race_dis,sex_priv,sex_dis,race_priv,race_dis,Model_Seed,Model_Name,Run_Number
General_Ensemble_Accuracy,0.6751893939393939,0.625,0.6737451737451737,0.6934673366834171,0.6709451575262544,0.65807962529274,0.6868044515103339,101,DecisionTreeClassifier,Run_1
Mean,0.5272757574154086,0.5873589470319316,0.4736478358612986,0.5606092602884123,0.5195355391286784,0.5891802468288869,0.48525156507907286,101,DecisionTreeClassifier,Run_1
Std,0.07797781839990281,0.08910186789301743,0.07915401124974672,0.08418836003233751,0.07653569729738881,0.07594913145451741,0.07935500333739019,101,DecisionTreeClassifier,Run_1
IQR,0.09317302772963358,0.10641530188366687,0.09277412516269341,0.10125762714589076,0.09129574035059602,0.09261826513336838,0.09354963127272617,101,DecisionTreeClassifier,Run_1
Entropy,0.0,0.0,0.22806710688245263,0.0,0.0,0.0,0.23172742145646671,101,DecisionTreeClassifier,Run_1
Jitter,0.143122009569378,0.15125598086124398,0.15465352570615726,0.16188838931499616,0.13876435546275256,0.12206335510908421,0.15741778930633415,101,DecisionTreeClassifier,Run_1
Per_Sample_Accuracy,0.6589962121212122,0.640340909090909,0.6514478764478764,0.6776381909547738,0.6546674445740956,0.6556206088992975,0.6612877583465819,101,DecisionTreeClassifier,Run_1
Label_Stability,0.8018939393939395,0.7875,0.7866795366795367,0.7733668341708542,0.8085180863477247,0.8306791569086651,0.7823529411764706,101,DecisionTreeClassifier,Run_1
TPR,0.6180698151950719,0.4,0.7067137809187279,0.5714285714285714,0.6258992805755396,0.44654088050314467,0.7012195121951219,101,DecisionTreeClassifier,Run_1
TNR,0.7240773286467487,0.7142857142857143,0.6340425531914894,0.7596899224806202,0.7136363636363636,0.7835820895522388,0.6710963455149501,101,DecisionTreeClassifier,Run_1
PPV,0.6572052401746725,0.35714285714285715,0.6993006993006993,0.5633802816901409,0.6744186046511628,0.5503875968992248,0.6990881458966566,101,DecisionTreeClassifier,Run_1
FNR,0.38193018480492813,0.6,0.29328621908127206,0.42857142857142855,0.37410071942446044,0.5534591194968553,0.29878048780487804,101,DecisionTreeClassifier,Run_1
FPR,0.2759226713532513,0.2857142857142857,0.3659574468085106,0.24031007751937986,0.2863636363636364,0.21641791044776118,0.3289036544850498,101,DecisionTreeClassifier,Run_1
Accuracy,0.6751893939393939,0.625,0.6737451737451737,0.6934673366834171,0.6709451575262544,0.65807962529274,0.6868044515103339,101,DecisionTreeClassifier,Run_1
F1,0.6370370370370371,0.37735849056603776,0.70298769771529,0.5673758865248227,0.6492537313432836,0.4930555555555556,0.700152207001522,101,DecisionTreeClassifier,Run_1
Selection-Rate,0.4337121212121212,0.3181818181818182,0.5521235521235521,0.35678391959798994,0.4515752625437573,0.30210772833723654,0.5230524642289348,101,DecisionTreeClassifier,Run_1
Positive-Rate,0.9404517453798767,1.12,1.010600706713781,1.0142857142857142,0.9280575539568345,0.8113207547169812,1.0030487804878048,101,DecisionTreeClassifier,Run_1
