Metric,Model_Name,Dataset_Name,Fairness_Intervention,Experiment_Iteration,Subgroup,Metric_Value
Equalized_Odds_TPR,RandomForestClassifier,Law_School,DIR,Exp_iter_2,male&race,-0.05782591279542071
Accuracy_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,-0.011990131144311578
Aleatoric_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0016687884009657927
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,1.005117564971457
Epistemic_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0003621517590549628
Epistemic_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,1.0234800970982751
Equalized_Odds_FNR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,-0.0037932825944338895
Equalized_Odds_FPR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.029171237658322524
IQR_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0009271013926400798
Jitter_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0012689391682725037
Label_Stability_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.9976151240538389
Label_Stability_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,-0.002269206191337525
Overall_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0020309401600207555
Overall_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,1.0059468706606027
Statistical_Parity_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0023452946362720883
Disparate_Impact,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,1.0024689094438157
Std_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0006386916430471887
Std_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,1.0163676805723705
Equalized_Odds_TNR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,-0.029171237658322524
Equalized_Odds_TPR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male,0.0037932825944339
Accuracy_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,-0.010640010185965942
Aleatoric_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.0012839068940326825
Aleatoric_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male,1.0035653737868886
Epistemic_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,2.0230617729599665e-05
Epistemic_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male,1.0195458315630102
Equalized_Odds_FNR,LogisticRegression,Law_School,DIR,Exp_iter_3,male,-0.0034174810297948836
Equalized_Odds_FPR,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.009835942954024124
IQR_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.00026701697842009334
Jitter_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.00015637267341585444
Label_Stability_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male,1.0000641373528174
Label_Stability_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,6.33259581174217e-05
Overall_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.0013041375117622822
Overall_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male,1.0036111741855385
Statistical_Parity_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.0001495463161157451
Disparate_Impact,LogisticRegression,Law_School,DIR,Exp_iter_3,male,1.0001561321366965
Std_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.0001808956649607795
Std_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male,1.0182867318226112
Equalized_Odds_TNR,LogisticRegression,Law_School,DIR,Exp_iter_3,male,-0.009835942954024152
Equalized_Odds_TPR,LogisticRegression,Law_School,DIR,Exp_iter_3,male,0.0034174810297948888
Accuracy_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,-0.009078482387167686
Aleatoric_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.0009597922359205757
Aleatoric_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male,1.002665432645418
Epistemic_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,-1.9119035448211807e-05
Epistemic_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.9902390989884934
Equalized_Odds_FNR,MLPClassifier,Law_School,DIR,Exp_iter_3,male,-0.003532572629056173
Equalized_Odds_FPR,MLPClassifier,Law_School,DIR,Exp_iter_3,male,-0.003989229081480028
IQR_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,2.0007404887133207e-05
Jitter_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.00043320457097031917
Label_Stability_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.9998123592694519
Label_Stability_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,-0.00018388791593715315
Overall_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.0009406732004723639
Overall_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male,1.0025982041213937
Statistical_Parity_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,-0.0012221957963670649
Disparate_Impact,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.998725805169036
Std_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male,-1.60323037562346e-05
Std_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.9988628835148072
Equalized_Odds_TNR,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.00398922908148
Equalized_Odds_TPR,MLPClassifier,Law_School,DIR,Exp_iter_3,male,0.003532572629056263
Accuracy_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.013113830571831575
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.0031912214578526665
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.9911743539541749
Epistemic_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.0008733718901976495
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.9571055509802584
Equalized_Odds_FNR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.0009700306784526519
Equalized_Odds_FPR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.013214321332402523
IQR_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.002239809610079642
Jitter_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.0007369331359841497
Label_Stability_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,1.001902646975219
Label_Stability_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.0017986277774173498
Overall_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.004064593348050316
Overall_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.989358198382378
Statistical_Parity_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.0016384030135084826
Disparate_Impact,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.9982863761881668
Std_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.0013214946846892492
Std_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.9703362084438256
Equalized_Odds_TNR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,-0.013214321332402496
Equalized_Odds_TPR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male,0.0009700306784526935
Accuracy_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,-0.14072414242156173
Aleatoric_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.2872649662864707
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,2.018793742208051
Epistemic_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.01513883554479556
Epistemic_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,2.1452454420529206
Equalized_Odds_FNR,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.06535350257326018
Equalized_Odds_FPR,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,-0.27516233766233766
IQR_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.05455218134498858
Jitter_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.07691271609900652
Label_Stability_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.8876961820266813
Label_Stability_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,-0.10865036081386303
Overall_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.30240380183126625
Overall_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,2.024456458831931
Statistical_Parity_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,-0.15496248164496984
Disparate_Impact,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.8410901216503558
Std_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.03918102177696299
Std_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,2.180728188990414
Equalized_Odds_TNR,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,0.27516233766233766
Equalized_Odds_TPR,LGBMClassifier,Law_School,DIR,Exp_iter_3,race,-0.06535350257326022
Accuracy_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,-0.13762118810369528
Aleatoric_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.28882507676644176
Aleatoric_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,race,1.9152569200086849
Epistemic_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.0015888205500640407
Epistemic_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,race,2.99645625924665
Equalized_Odds_FNR,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.061436693042087966
Equalized_Odds_FPR,LogisticRegression,Law_School,DIR,Exp_iter_3,race,-0.3035714285714286
IQR_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.016670285143065795
Jitter_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.020600163816237718
Label_Stability_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.9714969441348447
Label_Stability_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,-0.028269081372843785
Overall_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.2904138973165058
Overall_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,race,1.917976708222441
Statistical_Parity_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,-0.15441014679533527
Disparate_Impact,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.8427589407895263
Std_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.012353745987777819
Std_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,race,2.5360481612415766
Equalized_Odds_TNR,LogisticRegression,Law_School,DIR,Exp_iter_3,race,0.30357142857142855
Equalized_Odds_TPR,LogisticRegression,Law_School,DIR,Exp_iter_3,race,-0.061436693042087986
Accuracy_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,-0.13616176675303449
Aleatoric_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.30586986583831555
Aleatoric_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,race,1.9780088727834775
Epistemic_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.0021526258429517275
Epistemic_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,race,2.3335572739097783
Equalized_Odds_FNR,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.057994352250349594
Equalized_Odds_FPR,MLPClassifier,Law_School,DIR,Exp_iter_3,race,-0.30221861471861466
IQR_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.02091723826182513
Jitter_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.032025697933425176
Label_Stability_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.9538612147226002
Label_Stability_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,-0.045540390047195456
Overall_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.3080224916812673
Overall_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,race,1.979834558131719
Statistical_Parity_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,-0.15094345977161183
Disparate_Impact,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.8463248488450504
Std_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.01511042478950073
Std_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,race,2.2879124534736817
Equalized_Odds_TNR,MLPClassifier,Law_School,DIR,Exp_iter_3,race,0.3022186147186147
Equalized_Odds_TPR,MLPClassifier,Law_School,DIR,Exp_iter_3,race,-0.057994352250349546
Accuracy_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,-0.13803319397730496
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.30820219809578236
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,1.9876490687685489
Epistemic_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.0056887368208839995
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,1.2980108828402848
Equalized_Odds_FNR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.06241111675584017
Equalized_Odds_FPR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,-0.30059523809523814
IQR_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.039537227803885196
Jitter_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.07425280921403783
Label_Stability_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.890892215753173
Label_Stability_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,-0.10501823154056544
Overall_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.31389093491666636
Overall_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,1.9478945701053678
Statistical_Parity_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,-0.15436636415481542
Disparate_Impact,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.8424012084896859
Std_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.028184790570692807
Std_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,1.7123221482229793
Equalized_Odds_TNR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,0.3005952380952381
Equalized_Odds_TPR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,race,-0.0624111167558401
Accuracy_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.13293484757919904
Aleatoric_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.2645818281375985
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,1.8661942310622348
Epistemic_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.01533558170524324
Epistemic_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,2.069113685723621
Equalized_Odds_FNR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.06712236142045445
Equalized_Odds_FPR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.17139682663443911
IQR_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.05207949112962005
Jitter_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.07140088517903134
Label_Stability_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.8955633811233382
Label_Stability_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.10011167563259582
Overall_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.27991740984284175
Overall_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,1.8752959847214388
Statistical_Parity_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.13314405260011952
Disparate_Impact,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.8615556729544113
Std_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.037909265811349284
Std_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,2.0460572986884085
Equalized_Odds_TNR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,0.17139682663443923
Equalized_Odds_TPR,LGBMClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.06712236142045447
Accuracy_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,-0.11731420601713494
Aleatoric_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.26333795552124395
Aleatoric_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,1.7758954625356338
Epistemic_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.001470715447465465
Epistemic_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,2.589735356836104
Equalized_Odds_FNR,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.05173927513511967
Equalized_Odds_FPR,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,-0.2088807453900432
IQR_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.015385557990142872
Jitter_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.019811413112583803
Label_Stability_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.9728868558091267
Label_Stability_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,-0.02682964734010762
Overall_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.2648086709687094
Overall_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,1.778107794835402
Statistical_Parity_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,-0.12772464634389324
Disparate_Impact,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.8680804214512079
Std_Difference,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.011457920332101742
Std_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,2.266601953412988
Equalized_Odds_TNR,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,0.20888074539004325
Equalized_Odds_TPR,LogisticRegression,Law_School,DIR,Exp_iter_3,male&race,-0.05173927513511967
Accuracy_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.11213389121338913
Aleatoric_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.2778154747014687
Aleatoric_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,1.8217658026876602
Epistemic_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.0019187467197084862
Epistemic_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,2.0687233260580276
Equalized_Odds_FNR,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.04871310657022684
Equalized_Odds_FPR,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.22433823242758566
IQR_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.01898127639453599
Jitter_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.029731209344190084
Label_Stability_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.9577049865620036
Label_Stability_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.041587766487347966
Overall_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.2797342214211772
Overall_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,1.8230703684925278
Statistical_Parity_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.12856146642757516
Disparate_Impact,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.867330783781561
Std_Difference,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.013651028393207967
Std_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,2.0509310388599737
Equalized_Odds_TNR,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,0.22433823242758566
Equalized_Odds_TPR,MLPClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.04871310657022687
Accuracy_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.13573421000199237
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.29364025813724404
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,1.8727183237978953
Epistemic_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.0048114284843944755
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,1.245622321708962
Equalized_Odds_FNR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.06989628652447664
Equalized_Odds_FPR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.18457370083037694
IQR_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.036276251701866234
Jitter_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.06583055644830829
Label_Stability_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.902545554225007
Label_Stability_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.0929350468220761
Overall_Uncertainty_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.2984516866216385
Overall_Uncertainty_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,1.838217999321314
Statistical_Parity_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.1353656106794182
Disparate_Impact,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.8599160816090887
Std_Difference,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.025733140758087227
Std_Ratio,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,1.6142998565744113
Equalized_Odds_TNR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,0.184573700830377
Equalized_Odds_TPR,RandomForestClassifier,Law_School,DIR,Exp_iter_3,male&race,-0.06989628652447666
Accuracy_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,-0.02309101922620127
Aleatoric_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.00275701026617986
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,1.0088418730247821
Epistemic_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.0007414598091705082
Epistemic_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,1.0510395578512088
Equalized_Odds_FNR,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.002445858851214098
Equalized_Odds_FPR,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,-0.04665198906771939
IQR_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.0013691086641410277
Jitter_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.0037708457377948514
Label_Stability_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.9934570082259959
Label_Stability_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,-0.006266010421432933
Overall_Uncertainty_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.0034984700753503684
Overall_Uncertainty_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,1.0107203199006096
Statistical_Parity_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,-0.0149642892370484
Disparate_Impact,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.9844920441395912
Std_Difference,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.001127428897927961
Std_Ratio,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,1.0305681053604527
Equalized_Odds_TNR,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,0.04665198906771942
Equalized_Odds_TPR,LGBMClassifier,Law_School,DIR,Exp_iter_4,male,-0.0024458588512140667
Accuracy_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,-0.022312697171802176
Aleatoric_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.0025614507978406476
Aleatoric_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_4,male,1.0074227338039756
Epistemic_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.00011963806485587591
Epistemic_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_4,male,1.1315331399874111
Equalized_Odds_FNR,LogisticRegression,Law_School,DIR,Exp_iter_4,male,-0.001461388371902161
Equalized_Odds_FPR,LogisticRegression,Law_School,DIR,Exp_iter_4,male,-0.03159479704423518
IQR_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.0007537786678323537
Jitter_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.004190670562966939
Label_Stability_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.9940157233287797
Label_Stability_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,-0.005938579313786385
Overall_Uncertainty_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.0026810888626965235
Overall_Uncertainty_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_4,male,1.007749003734495
Statistical_Parity_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,-0.009032577118618823
Disparate_Impact,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.9906694676662815
Std_Difference,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.0005512577060565755
Std_Ratio,LogisticRegression,Law_School,DIR,Exp_iter_4,male,1.0606951902635753
Equalized_Odds_TNR,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.031594797044235234
Equalized_Odds_TPR,LogisticRegression,Law_School,DIR,Exp_iter_4,male,0.0014613883719021281
Accuracy_Difference,MLPClassifier,Law_School,DIR,Exp_iter_4,male,-0.02085079880539542
Aleatoric_Uncertainty_Difference,MLPClassifier,Law_School,DIR,Exp_iter_4,male,0.0009959533994170489
Aleatoric_Uncertainty_Ratio,MLPClassifier,Law_School,DIR,Exp_iter_4,male,1.0028556105183544
