Metric,Model_Name,Dataset_Name,Fairness_Intervention,Experiment_Iteration,Subgroup,Metric_Value
Std_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX,0.963962424475305
Equalized_Odds_TNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX,-0.0022458689840951784
Equalized_Odds_TPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX,0.06001474869751755
Accuracy_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.026009995909378247
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.02480974723331275
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9599709548963895
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.0011868670737414933
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9081377498674853
Equalized_Odds_FNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.030756030756030783
Equalized_Odds_FPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.007679311933650734
IQR_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.004473685918178004
Jitter_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.012691393953432786
Label_Stability_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,1.020832292093057
Label_Stability_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.018910918196973325
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.025996614307054244
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9589125159198633
Statistical_Parity_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.07623673183655294
Disparate_Impact,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.7673401906723029
Std_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.003377876500548861
Std_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9315270166664688
Equalized_Odds_TNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.007679311933650679
Equalized_Odds_TPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.030756030756030728
Accuracy_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.028199338169198618
Aleatoric_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.060521640831119106
Aleatoric_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.8957878881184574
Epistemic_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,9.42957120209087e-05
Epistemic_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,1.0049752584244713
Equalized_Odds_FNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.12072612072612071
Equalized_Odds_FPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.05745602117127227
IQR_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.0034649456571866216
Jitter_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.007126233409723223
Label_Stability_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,1.010685496297929
Label_Stability_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.009650272929783932
Overall_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.0604273451190982
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.89923860527647
Statistical_Parity_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.14223458239488548
Disparate_Impact,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.6066810074167632
Std_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.0031955737484476165
Std_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9434455429867573
Equalized_Odds_TNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.05745602117127224
Equalized_Odds_TPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.12072612072612077
Accuracy_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.018926505379605496
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.06512796938962806
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.853546274762573
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.005953390155360172
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9127603564313534
Equalized_Odds_FNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.10870210870210872
Equalized_Odds_FPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.04061765296598656
IQR_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.018827773260091052
Jitter_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.019268603493069983
Label_Stability_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,1.0341098029827742
Label_Stability_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.02830965519724693
Overall_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.07108135954498823
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.8614241188921031
Statistical_Parity_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.1278389028180523
Disparate_Impact,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.6468746555745621
Std_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.011176963936735687
Std_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.8888669887641901
Equalized_Odds_TNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.04061765296598652
Equalized_Odds_TPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.10870210870210872
Accuracy_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.02728130014944885
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.05092687193999068
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9238227340490237
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.0009401412997005476
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9384150057858907
Equalized_Odds_FNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.06579306579306576
Equalized_Odds_FPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.019292794442541034
IQR_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.006489140891580952
Jitter_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.017337045419152305
Label_Stability_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,1.0310068479657957
Label_Stability_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.027370612597363175
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.05186701323969123
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9241485062580285
Statistical_Parity_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.09643908298706863
Disparate_Impact,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.6946497534921939
Std_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.004580704199280673
Std_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.9182554932066679
Equalized_Odds_TNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,0.01929279444254095
Equalized_Odds_TPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,RAC1P,-0.06579306579306576
Accuracy_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.044252322327188676
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.04095786992299788
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9337626331381985
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.000916997916348361
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9276977373756217
Equalized_Odds_FNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.07688953076770594
Equalized_Odds_FPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.011170784103114922
IQR_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.004573330838664909
Jitter_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.009274189074633142
Label_Stability_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,1.015818369539436
Label_Stability_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.014419713831478553
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.04187486783934624
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9336407375738278
Statistical_Parity_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.03798762301436098
Disparate_Impact,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.8770873720368669
Std_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.003428869314874225
Std_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.929719693254087
Equalized_Odds_TNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.011170784103114895
Equalized_Odds_TPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.07688953076770588
Accuracy_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.03528360640660111
Aleatoric_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.05982451278186951
Aleatoric_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.8951853466523265
Epistemic_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.0007498642745965567
Epistemic_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9607493536237354
Equalized_Odds_FNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.08618922209951013
Equalized_Odds_FPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.04136233440744719
IQR_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.005191657569608599
Jitter_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.009457538781160846
Label_Stability_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,1.0143829716887305
Label_Stability_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.013004401581941716
Overall_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.06057437705646607
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.8973088138262905
Statistical_Parity_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.1238828522250982
Disparate_Impact,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.6306999334142807
Std_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.004375571044287194
Std_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9221057484036254
Equalized_Odds_TNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.04136233440744719
Equalized_Odds_TPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.08618922209951008
Accuracy_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.039606354044856684
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.06896198230033501
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.8413535228669491
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.0085094709750419
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.8742738497943965
Equalized_Odds_FNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.05853934811542494
Equalized_Odds_FPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.039527389903329754
IQR_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.01947267879599518
Jitter_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.02059152124521524
Label_Stability_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,1.0352123370459694
Label_Stability_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.02938130838665587
Overall_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.07747145327537691
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.8457887457554486
Statistical_Parity_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.11612818457738242
Disparate_Impact,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.6577102713253349
Std_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.013823784057742289
Std_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.8606133235729504
Equalized_Odds_TNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.039527389903329824
Equalized_Odds_TPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.05853934811542494
Accuracy_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.05423011733172156
Aleatoric_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.04575626757177709
Aleatoric_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9306077292994929
Epistemic_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.0009909221541271052
Epistemic_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9344650501313101
Equalized_Odds_FNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.0425282473876476
Equalized_Odds_FPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.008915145005370578
IQR_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.0060833565369523696
Jitter_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.012762980044949163
Label_Stability_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,1.0234874486982362
Label_Stability_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.020862604948166497
Overall_Uncertainty_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.04674718972590419
Overall_Uncertainty_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9306941994879827
Statistical_Parity_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.06334861842883233
Disparate_Impact,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.7850793905515883
Std_Difference,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,-0.00439410087169146
Std_Ratio,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.9204819575105873
Equalized_Odds_TNR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.008915145005370606
Equalized_Odds_TPR,RandomForestClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_3,SEX&RAC1P,0.04252824738764771
Accuracy_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.03562396996457229
Aleatoric_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.03220920637848845
Aleatoric_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9487232086524884
Epistemic_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.0005711933757940324
Epistemic_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,1.046860652389536
Equalized_Odds_FNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.06238509130075398
Equalized_Odds_FPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.023890941121042245
IQR_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.00029841323993239077
Jitter_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.002746435005057682
Label_Stability_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,1.004613540078662
Label_Stability_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.004214817489030631
Overall_Uncertainty_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.03163801300269442
Overall_Uncertainty_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.950591323588782
Statistical_Parity_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.13252645980184063
Disparate_Impact,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.6404746469090067
Std_Difference,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.00019450638890351757
Std_Ratio,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9959703506513192
Equalized_Odds_TNR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.023890941121042175
Equalized_Odds_TPR,LGBMClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.06238509130075387
Accuracy_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.02364888796713782
Aleatoric_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.009659791396929074
Aleatoric_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9828674881159906
Epistemic_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.0015732983379843635
Epistemic_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9205632204440669
Equalized_Odds_FNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.06843173108233352
Equalized_Odds_FPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.014741930858364116
IQR_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.0037895859435680135
Jitter_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.005388356516775078
Label_Stability_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,1.0086068750082677
Label_Stability_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.007729599217535688
Overall_Uncertainty_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.011233089734913437
Overall_Uncertainty_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9807531869456966
Statistical_Parity_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.1339423717848599
Disparate_Impact,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.6442565538189525
Std_Difference,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.003338160623011517
Std_Ratio,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9414049166508982
Equalized_Odds_TNR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.014741930858364172
Equalized_Odds_TPR,LogisticRegression,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.06843173108233347
Accuracy_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.019122066292674766
Aleatoric_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.02131340201162657
Aleatoric_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9517399669522876
Epistemic_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.005265798409970657
Epistemic_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9188749681520928
Equalized_Odds_FNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.07162036921073067
Equalized_Odds_FPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.019766751107863967
IQR_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.009264596542082087
Jitter_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.015745827405072257
Label_Stability_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,1.0261265325166857
Label_Stability_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.021759315446242655
Overall_Uncertainty_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.026579200421597227
Overall_Uncertainty_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9475285934149151
Statistical_Parity_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.13662398447361618
Disparate_Impact,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.6568135628103212
Std_Difference,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.0075389384148091265
Std_Ratio,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.9228276175749944
Equalized_Odds_TNR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,0.019766751107863967
Equalized_Odds_TPR,MLPClassifier,Folktables_GA_2018_Income,Baseline,Exp_iter_2,SEX,-0.07162036921073067
