Metric,overall,sex_race_priv,sex_race_dis,sex_priv,sex_dis,race_priv,race_dis,Model_Seed,Model_Name,Run_Number
General_Ensemble_Accuracy,0.6818181818181818,0.6363636363636364,0.6795366795366795,0.6834170854271356,0.6814469078179697,0.6744730679156908,0.6868044515103339,101,DecisionTreeClassifier,Run_1
Mean,0.5270199291941884,0.5953192708622879,0.47157096475948446,0.564176557911802,0.5183919605654776,0.5910450732905919,0.48355611913192403,101,DecisionTreeClassifier,Run_1
Std,0.07303806364335749,0.08519263104669397,0.07587360080968951,0.07594408135187872,0.07236327073321078,0.07074882747318864,0.07459212380975193,101,DecisionTreeClassifier,Run_1
IQR,0.08538983676960625,0.0836191715975285,0.08983410681925304,0.08192905966374055,0.08619344778952139,0.08124638061786713,0.08820264404590608,101,DecisionTreeClassifier,Run_1
Entropy,0.0,0.0,0.23081726537020136,0.0,0.0,0.0,0.2299101401650164,101,DecisionTreeClassifier,Run_1
Jitter,0.1426834130781499,0.14013157894736847,0.1567059540743751,0.14720973287490108,0.14163237732604567,0.1230371009490941,0.15602041670153122,101,DecisionTreeClassifier,Run_1
Per_Sample_Accuracy,0.6588068181818182,0.6414772727272727,0.6497104247104247,0.6819095477386935,0.6534422403733956,0.655503512880562,0.6610492845786963,101,DecisionTreeClassifier,Run_1
Label_Stability,0.8113636363636364,0.8261363636363636,0.7928571428571428,0.8070351758793971,0.8123687281213535,0.8388758782201405,0.7926868044515104,101,DecisionTreeClassifier,Run_1
TPR,0.6344969199178645,0.36,0.7208480565371025,0.5571428571428572,0.6474820143884892,0.4716981132075472,0.7134146341463414,101,DecisionTreeClassifier,Run_1
TNR,0.7223198594024605,0.746031746031746,0.6297872340425532,0.751937984496124,0.7136363636363636,0.7947761194029851,0.6578073089700996,101,DecisionTreeClassifier,Run_1
PPV,0.6616702355460385,0.36,0.7010309278350515,0.5492957746478874,0.6818181818181818,0.5769230769230769,0.6943620178041543,101,DecisionTreeClassifier,Run_1
FNR,0.3655030800821355,0.64,0.2791519434628975,0.44285714285714284,0.35251798561151076,0.5283018867924528,0.2865853658536585,101,DecisionTreeClassifier,Run_1
FPR,0.27768014059753954,0.25396825396825395,0.3702127659574468,0.24806201550387597,0.2863636363636364,0.20522388059701493,0.34219269102990035,101,DecisionTreeClassifier,Run_1
Accuracy,0.6818181818181818,0.6363636363636364,0.6795366795366795,0.6834170854271356,0.6814469078179697,0.6744730679156908,0.6868044515103339,101,DecisionTreeClassifier,Run_1
F1,0.6477987421383647,0.36,0.710801393728223,0.5531914893617021,0.6642066420664207,0.5190311418685121,0.7037593984962406,101,DecisionTreeClassifier,Run_1
Selection-Rate,0.4422348484848485,0.2840909090909091,0.5617760617760618,0.35678391959798994,0.4620770128354726,0.3044496487119438,0.5357710651828299,101,DecisionTreeClassifier,Run_1
Positive-Rate,0.9589322381930184,1.0,1.028268551236749,1.0142857142857142,0.9496402877697842,0.8176100628930818,1.0274390243902438,101,DecisionTreeClassifier,Run_1
General_Ensemble_Accuracy,0.6695075757575758,0.7011494252873564,0.6741573033707865,0.68,0.6670560747663551,0.6650366748166259,0.6723338485316847,201,DecisionTreeClassifier,Run_2
Mean,0.5227025719969539,0.6019491439659507,0.4714720453316095,0.5588991865209585,0.5142454190707848,0.588747144358313,0.48095260276079355,201,DecisionTreeClassifier,Run_2
Std,0.07080320330536596,0.08019875290868796,0.07230289175842419,0.07725935443354986,0.06929475678008938,0.0676866970851194,0.07277329765479543,201,DecisionTreeClassifier,Run_2
IQR,0.08433601395755927,0.10477891709627221,0.08373944028966694,0.09459703558952452,0.08193857899681971,0.08444579044980738,0.08426661892613813,201,DecisionTreeClassifier,Run_2
Entropy,0.0,0.0,0.0,0.19921511421651183,0.0,0.0,0.0,201,DecisionTreeClassifier,Run_2
Jitter,0.12111742424242418,0.1330308529945554,0.1294894539720087,0.1338421052631579,0.11814436792916871,0.10649852013897824,0.13035874074676648,201,DecisionTreeClassifier,Run_2
Per_Sample_Accuracy,0.6623579545454545,0.6775862068965518,0.6636704119850186,0.665,0.6617406542056076,0.6625916870415648,0.662210200927357,201,DecisionTreeClassifier,Run_2
Label_Stability,0.850094696969697,0.8195402298850576,0.8415730337078652,0.8240000000000001,0.8561915887850469,0.867481662591687,0.8391035548686244,201,DecisionTreeClassifier,Run_2
TPR,0.6378947368421053,0.53125,0.7208480565371025,0.6103896103896104,0.6432160804020101,0.46938775510204084,0.7134146341463414,201,DecisionTreeClassifier,Run_2
TNR,0.6953528399311532,0.8,0.6215139442231076,0.7235772357723578,0.6877729257641921,0.7748091603053435,0.6300940438871473,201,DecisionTreeClassifier,Run_2
PPV,0.63125,0.6071428571428571,0.6822742474916388,0.5802469135802469,0.6416040100250626,0.5390625,0.6647727272727273,201,DecisionTreeClassifier,Run_2
FNR,0.36210526315789476,0.46875,0.2791519434628975,0.38961038961038963,0.35678391959798994,0.5306122448979592,0.2865853658536585,201,DecisionTreeClassifier,Run_2
FPR,0.3046471600688468,0.2,0.3784860557768924,0.2764227642276423,0.31222707423580787,0.22519083969465647,0.36990595611285265,201,DecisionTreeClassifier,Run_2
Accuracy,0.6695075757575758,0.7011494252873564,0.6741573033707865,0.68,0.6670560747663551,0.6650366748166259,0.6723338485316847,201,DecisionTreeClassifier,Run_2
F1,0.6345549738219896,0.5666666666666667,0.7010309278350515,0.5949367088607594,0.6424090338770388,0.5018181818181818,0.6882352941176471,201,DecisionTreeClassifier,Run_2
Selection-Rate,0.45454545454545453,0.3218390804597701,0.5599250936329588,0.405,0.4661214953271028,0.31295843520782396,0.5440494590417311,201,DecisionTreeClassifier,Run_2
Positive-Rate,1.0105263157894737,0.875,1.0565371024734982,1.051948051948052,1.0025125628140703,0.8707482993197279,1.0731707317073171,201,DecisionTreeClassifier,Run_2
